CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#445,C,28906.0,30363.5,3188.0,1457.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:28906.0s 加:56.0s 等前:3154.0s 等后:0.0s) | ST2 集约(开:28962.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29073.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:29181.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29302.0s 加:107.0s 等前:0.0s 等后:27.5s) | ST6 ARHUD+慢充(开:29436.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:29580.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:29694.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:29808.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:29921.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:29921.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30037.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30125.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30209.5s 加:97.5s 等前:0.0s 等后:6.5s) | ST15 小跑道(开:30313.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#446,C,28962.0,30457.0,3223.5,1495.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:28962.0s 加:56.0s 等前:3152.0s 等后:8.5s) | ST2 集约(开:29026.5s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:29141.5s 加:108.5s 等前:0.0s 等后:28.5s) | ST4 四轮定位上、下(开:29278.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29399.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:29536.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:29680.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:29794.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:29908.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30021.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30021.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30137.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30225.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30309.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:30407.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#447,B,29026.5,30507.0,3307.5,1480.5,能力超目标：四轮定位上、下,ST1 引取(开:29026.5s 加:56.0s 等前:3158.5s 等后:0.0s) | ST2 集约(开:29082.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29193.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:29302.0s 加:120.5s 等前:0.0s 等后:14.0s) | ST5 ADAS(开:29436.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:29580.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:29694.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:29809.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:29923.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30035.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:30037.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30153.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30241.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30325.5s 加:97.5s 等前:0.0s 等后:34.0s) | ST15 小跑道(开:30457.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#448,B,29082.5,30573.0,3315.5,1490.5,能力超目标：四轮定位上、下,ST1 引取(开:29082.5s 加:56.0s 等前:3156.5s 等后:3.0s) | ST2 集约(开:29141.5s 加:111.0s 等前:0.0s 等后:26.0s) | ST3 空气悬挂+快充(开:29278.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:29399.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:29536.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:29680.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:29794.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:29909.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30023.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30135.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:30137.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30253.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30341.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30425.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:30523.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#449,B,29141.5,30674.0,3358.5,1532.5,能力超目标：四轮定位上、下,ST1 引取(开:29141.5s 加:56.0s 等前:3157.5s 等后:0.0s) | ST2 集约(开:29197.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29308.5s 加:108.5s 等前:0.0s 等后:19.5s) | ST4 四轮定位上、下(开:29436.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:29580.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:29694.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:29809.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:29923.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30037.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30150.0s 加:0.0s 等前:0.0s 等后:3.0s) | ST11 气囊安装+绝缘(开:30153.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30269.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30357.0s 加:84.5s 等前:0.0s 等后:15.5s) | ST14 电检2(开:30457.0s 加:97.5s 等前:0.0s 等后:69.5s) | ST15 小跑道(开:30624.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#450,A,29197.5,30624.0,3721.0,1426.5,能力满足,ST1 引取(开:29197.5s 加:55.0s 等前:3155.5s 等后:26.0s) | ST2 集约(开:29278.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:29399.0s 加:0.0s 等前:0.0s 等后:137.5s) | ST4 四轮定位上、下(开:29536.5s 加:115.0s 等前:0.0s 等后:28.5s) | ST5 ADAS(开:29680.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:29794.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:29909.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:30025.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:30135.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30250.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30348.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30348.5s 加:0.0s 等前:0.0s 等后:77.0s) | ST13 电检1(开:30425.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:30523.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:30573.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#451,C,29278.5,30771.5,3248.0,1493.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29278.5s 加:56.0s 等前:3178.5s 等后:0.0s) | ST2 集约(开:29334.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29445.5s 加:108.5s 等前:0.0s 等后:26.0s) | ST4 四轮定位上、下(开:29580.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29700.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:29809.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:29952.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30067.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30181.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30293.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30293.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30409.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30497.5s 加:84.5s 等前:0.0s 等后:42.0s) | ST14 电检2(开:30624.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:30721.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#452,C,29334.5,30829.5,3248.0,1495.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29334.5s 加:56.0s 等前:3176.5s 等后:8.5s) | ST2 集约(开:29399.0s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:29536.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:29680.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29800.5s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:29909.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30052.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30167.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30281.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30393.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30393.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30509.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30597.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30682.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:30779.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#453,C,29399.0,30930.5,3291.0,1531.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29399.0s 加:56.0s 等前:3183.0s 等后:0.0s) | ST2 集约(开:29455.0s 加:111.0s 等前:0.0s 等后:14.0s) | ST3 空气悬挂+快充(开:29580.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:29700.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29821.0s 加:107.0s 等前:0.0s 等后:24.5s) | ST6 ARHUD+慢充(开:29952.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30096.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30210.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30324.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30437.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30437.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30553.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30641.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30725.5s 加:97.5s 等前:0.0s 等后:57.5s) | ST15 小跑道(开:30880.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#454,A,29455.0,30880.5,3745.5,1425.5,能力满足,ST1 引取(开:29455.0s 加:55.0s 等前:3181.0s 等后:26.5s) | ST2 集约(开:29536.5s 加:106.0s 等前:0.0s 等后:37.5s) | ST3 空气悬挂+快充(开:29680.0s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:29800.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:29915.5s 加:97.0s 等前:0.0s 等后:40.0s) | ST6 ARHUD+慢充(开:30052.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:30167.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:30283.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:30393.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30508.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30606.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30606.5s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:30682.0s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:30779.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:30829.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#455,A,29536.5,31032.5,3839.5,1496.0,能力满足,ST1 引取(开:29536.5s 加:55.0s 等前:3204.5s 等后:0.0s) | ST2 集约(开:29591.5s 加:106.0s 等前:0.0s 等后:3.0s) | ST3 空气悬挂+快充(开:29700.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:29821.0s 加:115.0s 等前:0.0s 等后:16.5s) | ST5 ADAS(开:29952.5s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:30096.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:30210.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:30326.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:30437.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30552.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30650.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30650.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:30725.5s 加:0.0s 等前:0.0s 等后:155.0s) | ST14 电检2(开:30880.5s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:30981.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#456,A,29591.5,30981.5,3730.5,1390.0,能力满足,ST1 引取(开:29591.5s 加:55.0s 等前:3201.5s 等后:33.5s) | ST2 集约(开:29680.0s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:29800.5s 加:0.0s 等前:0.0s 等后:115.0s) | ST4 四轮定位上、下(开:29915.5s 加:115.0s 等前:0.0s 等后:22.0s) | ST5 ADAS(开:30052.5s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:30167.0s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:30283.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:30399.0s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:30508.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30623.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30721.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30721.5s 加:0.0s 等前:0.0s 等后:58.0s) | ST13 电检1(开:30779.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:30829.5s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:30930.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#457,C,29680.0,31131.0,3259.5,1451.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29680.0s 加:56.0s 等前:3232.0s 等后:0.0s) | ST2 集约(开:29736.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29847.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:29955.5s 加:120.5s 等前:0.0s 等后:20.0s) | ST5 ADAS(开:30096.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:30210.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30354.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30468.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30582.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30695.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30695.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30811.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30899.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:30983.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31081.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#458,B,29736.0,31181.0,3343.5,1445.0,能力超目标：四轮定位上、下,ST1 引取(开:29736.0s 加:56.0s 等前:3230.0s 等后:8.5s) | ST2 集约(开:29800.5s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:29915.5s 加:108.5s 等前:0.0s 等后:28.5s) | ST4 四轮定位上、下(开:30052.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30173.0s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:30283.0s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:30399.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30513.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30627.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30740.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30740.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30856.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:30944.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31028.5s 加:97.5s 等前:0.0s 等后:5.0s) | ST15 小跑道(开:31131.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#459,C,29800.5,31274.5,3287.0,1474.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29800.5s 加:56.0s 等前:3236.5s 等后:0.0s) | ST2 集约(开:29856.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:29967.5s 加:108.5s 等前:0.0s 等后:20.0s) | ST4 四轮定位上、下(开:30096.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30216.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:30354.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30497.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30612.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30726.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30838.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30838.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:30954.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31042.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31127.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31224.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#460,C,29856.5,31324.5,3279.0,1468.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29856.5s 加:56.0s 等前:3234.5s 等后:3.0s) | ST2 集约(开:29915.5s 加:111.0s 等前:0.0s 等后:26.0s) | ST3 空气悬挂+快充(开:30052.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:30173.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30293.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:30400.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30544.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30658.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30772.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30885.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30885.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31001.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31089.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31173.5s 加:97.5s 等前:0.0s 等后:3.5s) | ST15 小跑道(开:31274.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#461,C,29915.5,31418.0,3314.5,1502.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:29915.5s 加:56.0s 等前:3235.5s 等后:0.0s) | ST2 集约(开:29971.5s 加:111.0s 等前:0.0s 等后:13.5s) | ST3 空气悬挂+快充(开:30096.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:30216.5s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:30354.0s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:30497.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30641.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30755.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30869.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30982.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:30982.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31098.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31186.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31270.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31368.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#462,B,29971.5,31468.0,3398.5,1496.5,能力超目标：四轮定位上、下,ST1 引取(开:29971.5s 加:56.0s 等前:3233.5s 等后:25.0s) | ST2 集约(开:30052.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:30173.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:30293.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30414.0s 加:107.0s 等前:0.0s 等后:23.0s) | ST6 ARHUD+慢充(开:30544.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:30658.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30773.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30887.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:30999.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:31001.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31117.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31205.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31289.5s 加:97.5s 等前:0.0s 等后:31.0s) | ST15 小跑道(开:31418.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#463,B,30052.5,31534.0,3406.5,1481.5,能力超目标：四轮定位上、下,ST1 引取(开:30052.5s 加:56.0s 等前:3256.5s 等后:0.0s) | ST2 集约(开:30108.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:30219.5s 加:108.5s 等前:0.0s 等后:26.0s) | ST4 四轮定位上、下(开:30354.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:30497.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:30641.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:30755.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30870.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:30984.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31096.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:31098.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31214.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31302.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31386.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31484.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#464,B,30108.5,31584.0,3398.5,1475.5,能力超目标：四轮定位上、下,ST1 引取(开:30108.5s 加:56.0s 等前:3254.5s 等后:8.5s) | ST2 集约(开:30173.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:30293.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:30414.0s 加:120.5s 等前:0.0s 等后:9.5s) | ST5 ADAS(开:30544.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:30658.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:30773.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:30887.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31001.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31114.0s 加:0.0s 等前:0.0s 等后:3.0s) | ST11 气囊安装+绝缘(开:31117.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31233.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31321.0s 加:84.5s 等前:0.0s 等后:12.5s) | ST14 电检2(开:31418.0s 加:97.5s 等前:0.0s 等后:18.5s) | ST15 小跑道(开:31534.0s 加:50.0s 等前:0.0s 等后:0.0s)
