CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#465,C,30173.0,31685.0,3349.5,1512.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30173.0s 加:56.0s 等前:3261.0s 等后:0.0s) | ST2 集约(开:30229.0s 加:111.0s 等前:0.0s 等后:14.0s) | ST3 空气悬挂+快充(开:30354.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:30497.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:30641.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:30755.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:30899.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31013.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31127.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31240.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31240.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31356.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31444.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31528.5s 加:97.5s 等前:0.0s 等后:9.0s) | ST15 小跑道(开:31635.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#466,A,30229.0,31635.0,3804.0,1406.0,能力满足,ST1 引取(开:30229.0s 加:55.0s 等前:3259.0s 等后:9.5s) | ST2 集约(开:30293.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:30414.0s 加:0.0s 等前:0.0s 等后:130.0s) | ST4 四轮定位上、下(开:30544.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30659.0s 加:97.0s 等前:0.0s 等后:17.0s) | ST6 ARHUD+慢充(开:30773.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:30887.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:31003.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:31114.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31229.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31327.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31327.0s 加:0.0s 等前:0.0s 等后:91.0s) | ST13 电检1(开:31418.0s 加:0.0s 等前:0.0s 等后:116.0s) | ST14 电检2(开:31534.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:31584.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#467,C,30293.5,31858.0,3406.5,1564.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30293.5s 加:56.0s 等前:3265.5s 等后:4.5s) | ST2 集约(开:30354.0s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:30497.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:30641.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30761.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:30899.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31042.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31157.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31271.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31383.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31383.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31499.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31587.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31672.0s 加:97.5s 等前:0.0s 等后:38.5s) | ST15 小跑道(开:31808.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#468,C,30354.0,31808.0,3298.5,1454.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30354.0s 加:56.0s 等前:3268.0s 等后:4.0s) | ST2 集约(开:30414.0s 加:111.0s 等前:0.0s 等后:19.0s) | ST3 空气悬挂+快充(开:30544.0s 加:108.5s 等前:0.0s 等后:6.5s) | ST4 四轮定位上、下(开:30659.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30779.5s 加:107.0s 等前:0.0s 等后:1.0s) | ST6 ARHUD+慢充(开:30887.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31031.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31145.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31259.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31372.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31372.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31488.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31576.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31660.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31758.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#469,C,30414.0,32052.5,3485.0,1638.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30414.0s 加:56.0s 等前:3270.0s 等后:27.5s) | ST2 集约(开:30497.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:30641.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:30761.5s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:30899.0s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:31042.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31186.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31300.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31414.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31527.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31527.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31643.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31731.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31815.5s 加:97.5s 等前:0.0s 等后:89.5s) | ST15 小跑道(开:32002.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#470,C,30497.5,31951.5,3326.0,1454.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30497.5s 加:56.0s 等前:3295.5s 等后:0.0s) | ST2 集约(开:30553.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:30664.5s 加:108.5s 等前:0.0s 等后:6.5s) | ST4 四轮定位上、下(开:30779.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:30900.0s 加:107.0s 等前:0.0s 等后:24.0s) | ST6 ARHUD+慢充(开:31031.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31174.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31289.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31403.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31515.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31515.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31631.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31719.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:31804.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:31901.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#471,A,30553.5,32103.5,3982.5,1550.0,能力满足,ST1 引取(开:30553.5s 加:55.0s 等前:3293.5s 等后:32.5s) | ST2 集约(开:30641.0s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:30761.5s 加:0.0s 等前:0.0s 等后:137.5s) | ST4 四轮定位上、下(开:30899.0s 加:115.0s 等前:0.0s 等后:28.5s) | ST5 ADAS(开:31042.5s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:31186.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:31300.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:31416.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:31527.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31642.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31740.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31740.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:31815.5s 加:0.0s 等前:0.0s 等后:187.0s) | ST14 电检2(开:32002.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:32052.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#472,A,30641.0,32002.5,3823.5,1361.5,能力满足,ST1 引取(开:30641.0s 加:55.0s 等前:3323.0s 等后:0.0s) | ST2 集约(开:30696.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:30802.0s 加:0.0s 等前:0.0s 等后:98.0s) | ST4 四轮定位上、下(开:30900.0s 加:115.0s 等前:0.0s 等后:16.0s) | ST5 ADAS(开:31031.0s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:31174.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:31289.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:31405.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:31515.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31630.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31728.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31728.5s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:31804.0s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:31901.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:31951.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#473,B,30696.0,32234.5,3527.0,1538.5,能力超目标：四轮定位上、下,ST1 引取(开:30696.0s 加:56.0s 等前:3320.0s 等后:9.5s) | ST2 集约(开:30761.5s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:30899.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:31042.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:31186.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:31300.5s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:31416.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31531.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31645.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31757.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31757.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31873.5s 加:88.0s 等前:0.0s 等后:41.0s) | ST13 电检1(开:32002.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32087.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32184.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#474,B,30761.5,32182.0,3416.5,1420.5,能力超目标：四轮定位上、下,ST1 引取(开:30761.5s 加:56.0s 等前:3327.5s 等后:0.0s) | ST2 集约(开:30817.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:30928.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:31037.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:31174.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:31289.0s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:31405.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31519.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31633.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31746.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31746.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:31862.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:31950.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32034.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32132.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#475,C,30817.5,32375.5,3460.0,1558.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30817.5s 加:56.0s 等前:3325.5s 等后:25.5s) | ST2 集约(开:30899.0s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:31042.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:31186.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31306.5s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:31416.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31560.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31674.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31788.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31901.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31901.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32017.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32105.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32189.5s 加:97.5s 等前:0.0s 等后:38.5s) | ST15 小跑道(开:32325.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#476,C,30899.0,32325.5,3352.0,1426.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30899.0s 加:56.0s 等前:3349.0s 等后:0.0s) | ST2 集约(开:30955.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:31066.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:31174.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31295.0s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:31405.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31548.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31663.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31777.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:31889.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:31889.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32005.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32093.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32178.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32275.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#477,C,30955.0,32570.0,3538.5,1615.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:30955.0s 加:56.0s 等前:3347.0s 等后:31.5s) | ST2 集约(开:31042.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:31186.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:31306.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31427.0s 加:107.0s 等前:0.0s 等后:26.0s) | ST6 ARHUD+慢充(开:31560.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31703.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31818.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31932.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32044.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32044.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32160.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32248.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32333.0s 加:97.5s 等前:0.0s 等后:89.5s) | ST15 小跑道(开:32520.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#478,C,31042.5,32469.0,3379.5,1426.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:31042.5s 加:56.0s 等前:3376.5s 等后:0.0s) | ST2 集约(开:31098.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:31209.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:31318.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31438.5s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:31548.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:31692.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:31806.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:31920.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32033.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32033.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32149.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32237.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32321.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32419.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#479,A,31098.5,32621.0,4036.0,1522.5,能力满足,ST1 引取(开:31098.5s 加:55.0s 等前:3374.5s 等后:32.5s) | ST2 集约(开:31186.0s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:31306.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:31427.0s 加:115.0s 等前:0.0s 等后:18.0s) | ST5 ADAS(开:31560.0s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:31703.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:31818.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:31934.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:32044.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32159.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32257.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32257.5s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:32333.0s 加:0.0s 等前:0.0s 等后:187.0s) | ST14 电检2(开:32520.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:32570.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#480,A,31186.0,32520.0,3877.0,1334.0,能力满足,ST1 引取(开:31186.0s 加:55.0s 等前:3404.0s 等后:0.0s) | ST2 集约(开:31241.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:31347.0s 加:0.0s 等前:0.0s 等后:91.5s) | ST4 四轮定位上、下(开:31438.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31553.5s 加:97.0s 等前:0.0s 等后:41.5s) | ST6 ARHUD+慢充(开:31692.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:31806.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:31922.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:32033.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32148.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32246.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32246.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:32321.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:32419.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:32469.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#481,B,31241.0,32752.0,3580.5,1511.0,能力超目标：四轮定位上、下,ST1 引取(开:31241.0s 加:56.0s 等前:3401.0s 等后:9.5s) | ST2 集约(开:31306.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:31427.0s 加:108.5s 等前:0.0s 等后:24.5s) | ST4 四轮定位上、下(开:31560.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:31703.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:31818.0s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:31934.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:32048.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:32162.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32275.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32275.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32391.0s 加:88.0s 等前:0.0s 等后:41.0s) | ST13 电检1(开:32520.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32604.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32702.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#482,B,31306.5,32699.5,3470.0,1393.0,能力超目标：四轮定位上、下,ST1 引取(开:31306.5s 加:56.0s 等前:3408.5s 等后:0.0s) | ST2 集约(开:31362.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:31473.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:31582.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31702.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:31809.5s 加:51.5s 等前:0.0s 等后:61.5s) | ST7 转毂(开:31922.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:32037.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:32151.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32263.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32263.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32379.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32467.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32552.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32649.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#483,C,31362.5,32900.5,3521.0,1538.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:31362.5s 加:56.0s 等前:3406.5s 等后:8.5s) | ST2 集约(开:31427.0s 加:111.0s 等前:0.0s 等后:22.0s) | ST3 空气悬挂+快充(开:31560.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:31703.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31824.0s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:31934.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:32077.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:32192.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:32306.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32418.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32418.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32534.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32622.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32707.0s 加:97.5s 等前:0.0s 等后:46.0s) | ST15 小跑道(开:32850.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#484,C,31427.0,32850.5,3413.0,1423.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:31427.0s 加:56.0s 等前:3413.0s 等后:0.0s) | ST2 集约(开:31483.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:31594.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:31702.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:31823.0s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:31930.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:32073.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:32188.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:32302.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:32414.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:32414.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:32530.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:32618.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:32703.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:32800.5s 加:50.0s 等前:0.0s 等后:0.0s)
